company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70,2.75,2,0,0,0,0,1,0,gummy,bland,sour,
Fossa,Singapore,2018,Haiti,Pisa,68,3.5,2,0,0,0,0,1,0,roasty,hazelnut,cocoa,
Fossa,Singapore,2018,Philippines,Davao,70,3.25,2,0,0,0,0,1,0,sandy,dried fruit,roasty,
Fossa,Singapore,2018,Bolivia,Alto Beni,70,3,2,0,0,0,0,1,0,nuts,sour milk,,
Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70,3,2,0,0,0,0,1,0,sandy,powdery,late sour,
Fossa,Singapore,2018,Dominican republic,Oko Caribe,72,2.75,2,0,0,0,0,1,0,coffee,acidic,astringent,
Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70,3.5,2,0,0,0,0,1,0,roasted nuts,citrus,creamy,
Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70,3,2,0,0,0,0,1,0,sticky,dried sour fruit,roasty,
Foundry,New zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70,3.75,2,0,0,0,0,1,0,floral,orange,cocoa,
Foundry,New zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70,3.75,2,0,0,0,0,1,0,fig,mild anise,,
Foundry,New zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70,3.25,2,0,0,0,0,1,0,nutty,bland,late sour,
Foundry,New zealand,2019,Papua new guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70,3,2,0,0,0,0,1,0,,tropical,vegetal,rubbery
Foundry,New zealand,2019,Bolivia,"Alto Beni, 2017 h.",70,3,2,0,0,0,0,1,0,honey,mild floral,mild,
Foundry,New zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70,3,2,0,0,0,0,1,0,fruit,smokey,mocha,
Foundry,New zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70,3,2,0,0,0,0,1,0,dirty,roasty,acidic,
Franceschi,Venezuela,2012,Venezuela,Canoabo,70,3.75,3,1,0,0,0,1,0,nutty,dried fruit,,
Franceschi,Venezuela,2012,Venezuela,Sur del Lago,60,3.5,3,1,0,0,0,1,0,grits,hazelnut,rum,
Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70,3.75,3,1,0,0,0,1,0,caramel,dairy,,
Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70,3.5,3,1,0,0,0,1,0,intense,tobacco,nuts,
Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72,3.5,2,0,0,0,0,1,0,nutty,,,
Franceschi,Venezuela,2018,Venezuela,"Carenero, Miranda",70,3.25,3,1,0,0,0,1,0,dried fruit,large grits,,
Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70,3,3,1,0,0,0,1,0,large grits,,,
Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",85,3,2,0,0,0,0,1,0,dryness,gritty,fruity,nuts
Franceschi,Venezuela,2018,Venezuela,Rio Caribe,60,2.5,4,1,0,1,0,1,0,large grits,sweet,,
Frederic Blondeel,Belgium,2014,Ghana,Ghana,60,3.5,4,1,0,1,0,1,0,coarse,hazelnut,peanut,
Frederic Blondeel,Belgium,2014,Madagascar,Madagascar,65,3.5,4,1,0,1,0,1,0,banana,,,
Frederic Blondeel,Belgium,2015,Costa rica,Costa Rica,70,3.5,4,1,0,1,0,1,0,grits,spicy,cocoa,
Frederic Blondeel,Belgium,2015,Peru,Peru Brutus,75,3.5,4,1,0,1,0,1,0,coarse,intense,spice,
Frederic Blondeel,Belgium,2015,Vietnam,Vietnam,80,3,4,1,0,1,0,1,0,intense,bitter,notes,
French Broad,U.S.A,2011,Peru,"Maranon Canyon, Fortunato No. 4",70,3.5,2,0,0,0,0,1,0,coarse,perfume,heavy roast,
French Broad,U.S.A,2011,Dominican republic,La Red,65,3.5,2,0,0,0,0,1,0,choco covered strawberry,,,
French Broad,U.S.A,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",66,3.5,2,0,0,0,0,0,1,olive,rum,,
French Broad,U.S.A,2012,Peru,"Tumbes Coop, batch 120724M",70,2.5,2,0,0,0,0,1,0,fruit,cough medicine,,
French Broad,U.S.A,2012,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",81,2,2,0,0,0,0,0,1,sandpaper,fruit,bitter,
French Broad,U.S.A,2013,Peru,"Palo Blanco, Chulucanas",66,3.5,2,0,0,0,0,1,0,spice,citrus,sweet,
French Broad,U.S.A,2014,Nicaragua,Matagalpa,68,3.25,2,0,0,0,0,1,0,sweet,tobacco,,
French Broad,U.S.A,2014,Costa rica,San Andres,80,3,2,0,0,0,0,1,0,bitterish,roasty,red berry,
French Broad,U.S.A,2015,Guatemala,Guatemala,73,3.5,2,0,0,0,0,1,0,roasty,grapes,rich brownie,
French Broad,U.S.A,2017,Peru,"Norandino, batch 161208",70,3.5,2,0,0,0,0,1,0,slight dry,citrus,grapefruit,
French Broad,U.S.A,2019,India,"Animalai, batch 1063",71,3.25,3,1,0,0,0,1,0,tea,spicy,sweet,
Fresco,U.S.A,2009,Venezuela,"Carenero Superior, #203, MR, SC",65,3.5,3,1,0,0,0,1,0,complex,mild licorice,spice,
Fresco,U.S.A,2009,Jamaica,"Jamaica, #205, DR, MC",70,3.25,3,1,0,0,0,1,0,creamy,roasty,tobacco,
Fresco,U.S.A,2009,Jamaica,"Jamaica, #206, DR, LC",70,3,3,1,0,0,0,1,0,creamy,simple,nutty,
Fresco,U.S.A,2009,Jamaica,"Jamaica, #204, DR, SC",80,2.75,3,1,0,0,0,1,0,slightly burnt,earthy,,
Fresco,U.S.A,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",70,4,3,1,0,0,0,1,0,tart,roasted cocoa,,
Fresco,U.S.A,2011,Dominican republic,"Conacado, #212, LR, SC",72,3.5,3,1,0,0,0,1,0,red berry,roasty notes,,
Fresco,U.S.A,2011,Jamaica,"Jamaica, #210, DR, MC",70,3.5,3,1,0,0,0,1,0,woody,grassy,long,
Fresco,U.S.A,2011,Jamaica,"Jamaica, #209, DR, SC",70,3.25,3,1,0,0,0,1,0,grassy,brownie,astringent,
Fresco,U.S.A,2011,Dominican republic,"Conacado, #213, DR, -C",72,3.25,3,1,0,0,0,1,0,spicy,cocoa,,
Fresco,U.S.A,2011,Venezuela,"Chuao, #218, MR, MC, batch 11-020",76,3.25,3,1,0,0,0,1,0,bready,nutty,earthy,intense
Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #215, MR, MC",74,3,3,1,0,0,0,1,0,sandy,cocoa,red fruit,
Fresco,U.S.A,2011,Ghana,"Ghana, #211, MR, MC",74,2.75,3,1,0,0,0,1,0,bitterish,mild cocoa,roasty,
Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #214, LR, MC",74,2.75,3,1,0,0,0,1,0,woody,red fruit,sour,
Fresco,U.S.A,2012,Madagascar,"Sambirano Valley, #216, MR, LC",74,4,3,1,0,0,0,1,0,caramel,nuts,dried fruit,
Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #220, MR, MC",69,4,2,0,0,0,0,1,0,tart,red berry,smoke,
Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #219, LR, MC",69,3.5,2,0,0,0,0,1,0,mild smoke fruit,,,
Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #221, DR, MC",69,3.5,2,0,0,0,0,1,0,smoke,fruit,sour,hammy
Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #222, LR, 0C",69,3,2,0,0,0,0,1,0,sandy,smoke,red berry,
Fresco,U.S.A,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",70,4,3,1,0,0,0,1,0,chocolate covered banana,,,
Fresco,U.S.A,2013,Dominican republic,"Conacado, #224, MR, MC, batch 13-061",72,3.75,3,1,0,0,0,1,0,blackberries,caramel,roasty,
Fresco,U.S.A,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",70,3.75,3,1,0,0,0,1,0,cocoa fresh grapes,,,
Fresco,U.S.A,2013,Dominican republic,"Conacado, #223, MR, SC, batch 13-051",72,3.25,3,1,0,0,0,1,0,mildly burnt caramel,,,
Fresco,U.S.A,2014,Peru,"Maranon, #227, LR, MC",70,3.5,3,1,0,0,0,1,0,orange,mellow flavorful,,
Fresco,U.S.A,2014,Peru,"Maranon, #229, MR, LC",70,3.5,3,1,0,0,0,1,0,fruity,floral,caramel,
Fresco,U.S.A,2014,Peru,"Maranon, #230, DR, LC",70,3.5,3,1,0,0,0,1,0,slow develop,caramel,roasty,
Fresco,U.S.A,2014,Peru,"Maranon, #228, MR, SC",70,3,3,1,0,0,0,1,0,light color,leathery flavor,,
Fresco,U.S.A,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70,3.75,3,1,0,0,0,1,0,long lasting,fruit,spicy,
Fresco,U.S.A,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70,3.5,3,1,0,0,0,1,0,rich,mild,fatty,
Fresco,U.S.A,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70,3.5,3,1,0,0,0,1,0,rich,nuts,,
Fresco,U.S.A,2018,Venezuela,Carupano Pintao,72,3.5,3,1,0,0,0,1,0,complex,nuts,spice,floral
Fresco,U.S.A,2018,Venezuela,"Chuao, MR, SC, batch 18-224",72,3.25,3,1,0,0,0,1,0,roasty,mild fatty,,
Fresh Coast,U.S.A,2017,Tanzania,"Kokoa Kamili, Kilombero District",70,3.75,2,0,0,0,0,1,0,creamy,simple,strong choco,
Fresh Coast,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia",70,3.5,2,0,0,0,0,1,0,creamy,fragrant,,
Fresh Coast aka Just Good Choc.,U.S.A,2014,Peru,Peru,70,4,2,0,0,0,0,1,0,banana,yogurt,cocoa,
Fresh Coast aka Just Good Choc.,U.S.A,2014,Belize,Belize,70,3.5,2,0,0,0,0,1,0,spice,fatty,mild cocoa,
Fresh Coast aka Just Good Choc.,U.S.A,2014,Madagascar,Madagascar,70,3.5,2,0,0,0,0,1,0,strong fruit,ham,deep cocoa,
Friis Holm,Denmark,2016,Nicaragua,"Rugoso, Bad Fermentation",70,3.5,2,0,0,0,0,1,0,vegetal,herbs,raw,
Friis Holm,Denmark,2017,Nicaragua,Barba,70,3.75,3,1,0,0,0,1,0,creamy,black pepper,nut,
Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70,4,3,1,0,0,0,1,0,honey,deep cocoa,,
Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70,4,3,1,0,0,0,1,0,banana,dairy,cocoa,
Friis Holm,Denmark,2018,Nicaragua,Johe,70,3.75,3,1,0,0,0,1,0,strong cocoa,orange citrus,,
Friis Holm,Denmark,2018,Nicaragua,Medagla,70,3.75,3,1,0,0,0,1,0,cocoa,savory,,
Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70,3.75,3,1,0,0,0,1,0,black pepper,high astringent,,
Friis Holm,Denmark,2018,Nicaragua,"O'Payo, Wasalala Co-op",68,3.5,3,1,0,0,0,1,0,unique flavor,floral spice mix,,
Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70,3.5,3,1,0,0,0,1,0,delicate,balanced,,
Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70,3.25,3,1,0,0,0,1,0,woody,grassy,spicy,
Friis Holm,Denmark,2018,Nicaragua,Rugoso,70,3.25,3,1,0,0,0,1,0,acidicity,grassy,,
Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",60,3,3,1,0,0,0,1,0,sweet,metallic,,
Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70,3,3,1,0,0,0,1,0,floral,sticky,,
Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70,3.5,3,1,0,0,0,1,0,tobacco,woody,wild berry,
Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70,3.5,3,1,0,0,0,1,0,roasty,fatty,woody,
Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70,3.25,3,1,0,0,0,1,0,fatty,leathery,earthy,
Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",70,3.75,3,1,0,0,0,1,0,oily,gritty,savory,
Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",70,3.25,3,1,0,0,0,1,0,intense olive,citrus,vegetal,
Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",70,3.25,3,1,0,0,0,1,0,spicy,earthy,,
Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",70,3.25,3,1,0,0,0,1,0,oily,fatty,bold olive,
Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Medagla, Xoco",70,3.5,3,1,0,0,0,1,0,baked bread,,,
Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Barba, Xoco",70,3.25,3,1,0,0,0,1,0,oily,burnt black pepper,,
Friis Holm (Bonnat),Denmark,2014,Nicaragua,La Dalia,70,3.5,3,1,0,0,0,1,0,mild fatty,nutty,roasty,
Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,85,3.25,3,1,0,0,0,1,0,oily,spicy,sour,
Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,60,3,3,1,0,0,0,1,0,oily,sweet,dairy,bland
Fruition,U.S.A,2011,Costa rica,Signature Blend,66,3.25,3,1,0,0,0,1,0,cocoa,spicy,sweet,
Fruition,U.S.A,2011,Costa rica,Costa Rica,70,3,3,1,0,0,0,1,0,fatty,sweet,vanilla,
Fruition,U.S.A,2012,Peru,Peru,70,2.5,3,1,0,0,0,1,0,oily,tart,chlorine,
Fruition,U.S.A,2013,Dominican republic,La Red,70,3.75,3,1,0,0,0,1,0,dried fruit,intense,,
Fruition,U.S.A,2013,Ecuador,Camino Verde,75,3,3,1,0,0,0,1,0,sandy,sweet,molasses,floral
Fruition,U.S.A,2014,Trinidad,Gran Couva,70,3.75,3,1,0,0,0,1,0,delicate,hebs,choco,
Fruition,U.S.A,2014,Peru,Maranon,76,3,3,1,0,0,0,1,0,acidic,undefined,brownie,
Fruition,U.S.A,2016,Costa rica,"Coto Brus, Heirloom, Batch 1",74,4,2,0,0,0,0,1,0,oily,dried fruit,leather,
Fruition,U.S.A,2016,Bolivia,"Wild Bolivian, Batch 2",74,3.75,2,0,0,0,0,1,0,oily,tropical,,
Fruition,U.S.A,2019,Madagascar,"Sambirano, Akessons, batch 1",74,3.75,2,0,0,0,0,1,0,balanced,fruit,nut,roasty
Fruition,U.S.A,2019,Colombia,"Tumaco, batch 2",85,3.5,2,0,0,0,0,1,0,black current,bitter,astringent,
Fu Wan,Taiwan,2018,Venezuela,Chuao,70,3.5,3,1,0,0,0,1,0,dried fruit,cocoa,,
Fu Wan,Taiwan,2018,Madagascar,Madagascar,70,3,2,0,0,0,0,1,0,grainy texture,sour,hammy,
Fu Wan,Taiwan,2018,Tanzania,Tanzania,70,3,2,0,0,0,0,1,0,accessible,sweet,sandy,
Fu Wan,Taiwan,2018,Taiwan,"Taiwan, #1",70,2.5,3,1,0,0,0,1,0,cheesy flavor,,,
Garden Island,U.S.A,2014,U.s.a.,"Kaua'i Island, Alea Estate +world",85,2.5,3,0,1,0,0,1,0,gritty,ambiguous,,
Georgia Ramon,Germany,2015,Ghana,ABOCFA Coop,70,4,4,1,0,1,0,1,0,cocoa coconut,,,
Georgia Ramon,Germany,2015,Dominican republic,Conacado Coop,70,3.5,4,1,0,1,0,1,0,sticky,spice,roasty,earthy
Georgia Ramon,Germany,2015,Dominican republic,Conacado Coop,80,3.5,4,1,0,1,0,1,0,deep cocoa,fruit,spice,
Georgia Ramon,Germany,2015,Madagascar,Akesson P.,75,3.5,4,1,0,1,0,1,0,red fruit,tart,fat,leathery
Georgia Ramon,Germany,2015,Madagascar,Akesson P.,65,3.25,4,1,0,1,0,1,0,sandy,sweet,candy tart,
Georgia Ramon,Germany,2017,St. lucia,"Rabot Estate, Island Growers",77,3.5,3,1,0,0,0,1,0,chewy,woody,rustic,
Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75,3.5,3,1,0,0,0,1,0,fatty,creamy,roasty,
Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,72,2.75,3,1,0,0,0,1,0,dry,grainy,spicy,roasty
Georgia Ramon,Germany,2019,Venezuela,Chuao,75,2.75,3,1,0,0,0,1,0,earthy,roasty,strong vanilla,
Glennmade,U.S.A,2015,Brazil,Bahia,66,3,2,0,0,0,0,1,0,mild woody,black licorice,,
Glennmade,U.S.A,2016,Belize,"Toledo District, 2015 Harvest",70,3.5,2,0,0,0,0,1,0,mild strawberry,cocoa,,
Gonzales,U.S.A,2018,Venezuela,Chuao,70,3,2,0,0,0,0,1,0,poor texture,earthy,,
Goodnow,U.S.A,2019,Costa rica,Coto Brus,73,3,3,1,0,0,0,1,0,floral,rubbery,woody,
Goodnow,U.S.A,2019,Colombia,Boyaca,73,2.5,3,1,0,0,0,1,0,acidic,mildly burnt,metallic,
Goodnow Farms,U.S.A,2016,Guatemala,"Asochivite, batch 1005",77,3.25,3,1,0,0,0,1,0,sweet edge,bright fruit,sour,
Goodnow Farms,U.S.A,2016,Nicaragua,"El Carmen, batch 1003",77,3.25,3,1,0,0,0,1,0,mild molasses,rich,gateway,
Goodnow Farms,U.S.A,2016,Mexico,"Almendra Blanca, batch 1004",77,2.75,3,1,0,0,0,1,0,sour flavor,nutty,earthy,
Goodnow Farms,U.S.A,2017,Peru,"Ucayali, batch 1041",70,3.25,3,1,0,0,0,1,0,creamy,fig,,
Gotham,U.S.A,2018,Belize,Maya Mtn,70,2.75,2,0,0,0,0,1,0,fruit,tart,rubber,
Grand Place,Vietnam,2011,Vietnam,"Ben Tre, Dong Nai",72,3,5,1,1,1,0,1,0,fatty,vanilla,dairy,
Green & Black's (ICAM),U.k.,2006,Blend,Dark,70,2.5,5,1,1,1,0,1,0,mildly rich,basic,roasty,
Green Bean to Bar,Japan,2016,Madagascar,Madagascar,70,3.5,2,0,0,0,0,1,0,rich,coffee,cherry,
Green Bean to Bar,Japan,2019,Peru,Nativo Blanco,73,2.5,2,0,0,0,0,1,0,sour grapes,pungent,ashey,
Grenada Chocolate Co.,Grenada,2008,Grenada,Grenada,71,2.5,5,1,1,1,0,1,0,sour,grassy,fatty,
Grenada Chocolate Co.,Grenada,2009,Grenada,Grenada,60,2.75,5,1,1,1,0,1,0,sweet,coffee,mild sour,
Grenada Chocolate Co.,Grenada,2010,Grenada,Grenada,82,3.25,5,1,1,1,0,1,0,chunky,muted,bitterish,
Guido Castagna,Italy,2009,Blend,"Ven, Trinidad, Ecuador, prototype",64,3.25,4,1,0,1,0,1,0,mild nutty,spicy,brownie,
Guido Castagna,Italy,2009,Ecuador,"Arriba, A.S.S., prototype",64,3,4,1,0,1,0,1,0,sweetness,nutty,note,
Guido Castagna,Italy,2009,Ghana,"Ghana, prototype",64,3,4,1,0,1,0,1,0,hot cocoa,nutty,,
Guido Castagna,Italy,2009,Blend,"Trinidad & Tobago, prototype",64,3,4,1,0,1,0,1,0,light perfume,mild,sweet,
Guido Castagna,Italy,2009,Venezuela,Lacri Blend,76,3,4,1,0,1,0,1,0,gritty,roasty,strong coffee,
Guido Castagna,Italy,2018,Madagascar,Madagascar,70,2.75,4,1,0,1,0,1,0,earthy,chemical burnt note,,
Guittard,U.S.A,2006,Madagascar,"Sambirano, Ambanja",65,3.5,5,1,1,1,0,1,0,creamy,sweet,blueberry,
Guittard,U.S.A,2006,Ecuador,"Los Rios, Quevedo",65,3.5,5,1,1,1,0,1,0,creamy,blackberry,,
Guittard,U.S.A,2006,Blend,Tsaranta,61,3.5,5,1,1,1,0,1,0,sweet,rich,mild citrus,
Guittard,U.S.A,2006,Colombia,Chucuri,65,3,5,1,1,1,0,1,0,creamy,sweet,floral,vanilla
Guittard,U.S.A,2006,Blend,Semisweet,61,3,5,1,1,1,0,1,0,fatty,cocoa,fruity,
Guittard,U.S.A,2006,Venezuela,Sur del Lago,65,2.5,5,1,1,1,0,1,0,sweet,creamy,vanilla,
Guittard,U.S.A,2007,Blend,Quetzalcoatl,72,3.5,5,1,1,1,0,1,0,creamy,sandy,nutmeg,moss
Guittard,U.S.A,2008,Venezuela,Ocumare,65,3.5,5,1,1,1,0,1,0,creamy,nutty,,
Guittard,U.S.A,2008,Peru,Machu Pichu,65,3,5,1,1,1,0,1,0,sweet,vanilla,rich,
Guittard,U.S.A,2008,Blend,Special Maker Reserve,64,3,5,1,1,1,0,1,0,perfume,vanilla,,
Guittard,U.S.A,2009,Blend,Complexite,70,3.5,5,1,1,1,0,1,0,complex,fruit,nut,raisin
Guittard,U.S.A,2009,U.s.a.,"O'ahu Island, N. Shore, Waialua E., Kakoleka",55,3,5,1,1,1,0,1,0,sweet,mild lemon,,
Guittard,U.S.A,2009,Blend,Nocturne,91,3,5,1,1,1,0,1,0,bitter,fatty,fruit,
Guittard,U.S.A,2010,Trinidad,Trinidad,65,3,5,1,1,1,0,1,0,creamy,mild tobacco,ham,
Guittard,U.S.A,2011,Blend,Lever du Soleil,61,3.25,5,1,1,1,0,1,0,sweet,creamy,floral,orange
Guittard,U.S.A,2011,Blend,Onyx,72,3.25,5,1,1,1,0,1,0,dry,sticky,brownie,
Guittard,U.S.A,2011,Blend,Coucher du Soleil,72,2.75,5,1,1,1,0,1,0,dutched,intense,rich,
Guittard,U.S.A,2013,Ecuador,Ecuador,65,3.5,5,1,1,1,0,1,0,spicy,roasty,,
Guittard,U.S.A,2013,Jamaica,Jamaica,65,3.25,5,1,1,1,0,1,0,sweet,vanilla,cocoa,
Guittard,U.S.A,2013,Haiti,Haiti,65,2.75,5,1,1,1,0,1,0,creamy,burntness,roasty,
Guittard,U.S.A,2013,Nicaragua,Nicaragua,65,2.75,5,1,1,1,0,1,0,floral,roasted,harsh,
Guittard,U.S.A,2015,Blend,"Epique, Blend No. 49",70,3.75,5,1,1,1,0,1,0,nutty,black licorice,,
Habitual,Canada,2014,Blend,Trinidad & Tobago,70,3.5,3,1,0,0,0,1,0,sandy,intense,cherry,
Habitual,Canada,2014,Dominican republic,Dominican Republic,75,3.25,3,1,0,0,0,1,0,chalky,berry,cocoa,
Habitual,Canada,2014,U.s.a.,"Hawai'i Island, Sharkey",66,3.25,3,1,0,0,0,1,0,muted,mild fruit,sweet,
Habitual,Canada,2014,Blend,Africa meets Latina,70,3,3,1,0,0,0,1,0,fatty,nutty,earthy,
Habitual,Canada,2014,Blend,Amazonas,80,3,3,1,0,0,0,1,0,sandy,roasted vegetal,,
Habitual,Canada,2014,Papua new guinea,Papua New Guinea,80,2.75,3,1,0,0,0,1,0,smokey,cherries,sour,
Habitual,Canada,2014,Blend,Campesino w/ nibs,74,2.75,3,1,0,0,0,1,0,xl nibs,sour,cardboard,
Habitual,Canada,2014,Blend,Downtown London,65,2.75,3,1,0,0,0,1,0,molasses,sweet,long,cocoa
Hachez,Germany,2007,Ecuador,Arriba,77,2.5,4,1,1,0,0,1,0,buttery,floral,burnt,
Hacienda El Castillo,Ecuador,2014,Ecuador,Don Homero- Cerecita Valley,70,3,4,1,0,1,0,1,0,chewy,fatty,sweet,nutty
Hacienda El Castillo,Ecuador,2014,Ecuador,Don Homero- Cerecita Valley,55,2.75,4,1,0,1,0,1,0,overyly sweet,banana,yogurt,
Harper Macaw,U.S.A,2015,Brazil,"Tome Acu E., Amazon Rainforest",77,3.5,3,1,0,0,0,1,0,rich chocolate,sweet edge,,
Harper Macaw,U.S.A,2015,Brazil,"Vale do Juliana E., Atlantic Forest",74,3.5,3,1,0,0,0,1,0,rich chocolate,sandy texture,,
Harper Macaw,U.S.A,2015,Brazil,Brazil Blend,67,3,3,1,0,0,0,1,0,sandy,sweet,dried fruit,
Harper Macaw,U.S.A,2016,Brazil,"Vale do Juliana, w/ nibs",85,3.25,3,1,0,0,0,1,0,powdery,rich,coffee,roasty
Harper Macaw,U.S.A,2018,Brazil,Libiano,75,3,3,1,0,0,0,1,0,flat,late tart notes,,
Harris & James,U.k.,2019,Vietnam,"Ben Tre, batch 133",70,3.25,3,1,0,0,0,1,0,sandy,brownie,coconut,
Harris & James,U.k.,2019,India,Kerla,70,3,3,1,0,0,0,1,0,sandy,sweet,cocoa,
Hazel Hill,U.S.A,2019,Dominican republic,Oko Caribe,70,3.5,3,1,0,0,0,1,0,earthy,dirty,dried fruit,
Hazel Hill,U.S.A,2019,Tanzania,Kokoa Kamili,72,3.25,3,1,0,0,0,1,0,cocoa,fatty,fruit,
Hazel Hill,U.S.A,2019,Peru,Maranon,65,2.75,3,1,0,0,0,1,0,pungent,chemical,,
Heilemann,Germany,2016,Peru,Peru,64,2.75,3,0,0,1,0,1,0,powdery,vanilla,artificial,
Heinde & Verre,Netherlands,2019,Venezuela,"Porcelana, Maracaibo",71,3,4,1,0,1,0,1,0,nutty,sweet,fatty,sandy
Heinde & Verre,Netherlands,2019,Indonesia,"Pulau, Bali",71,2.5,4,1,0,1,0,1,0,rubber,fatty,sandy,grape
Heinde & Verre,Netherlands,2019,Blend,"Dutch Blend, Ven.- Bali- Trinidad",71,2.5,4,1,0,1,0,1,0,sandy,fatty,chemical,
Heirloom Cacao Preservation (Brasstown),U.S.A,2016,Belize,"Maya Mtn, Moho R., Toledo D., 2015",70,3.25,3,1,0,0,0,1,0,pungent raisin,metallic,,
Heirloom Cacao Preservation (Fruition),U.S.A,2016,Costa rica,"Cota Brus, Terciopelo, 2015",74,3.5,3,1,0,0,0,1,0,mostly earthy,mild dried fruit,,
Heirloom Cacao Preservation (Guittard),U.S.A,2014,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2014",67,3.75,3,1,0,0,0,1,0,nutty,butterscotch,,
Heirloom Cacao Preservation (Guittard),U.S.A,2014,U.s.a.,"O'ahu Island, Maunawili, Agri Research C., 2014",67,3.75,3,1,0,0,0,1,0,spicy,intense,fades fast,
Heirloom Cacao Preservation (Guittard),U.S.A,2014,Bolivia,"Alto Beni, Upper Rio Beni, 2014",67,3.5,3,1,0,0,0,1,0,full flavor spectrum,,,
Heirloom Cacao Preservation (Guittard),U.S.A,2014,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",67,3,3,1,0,0,0,1,0,woody,earthy,medicinal,
Heirloom Cacao Preservation (Manoa),U.S.A,2016,U.s.a.,"O'ahu Island, Maunawili, Agri Research C., 2015",72,3.5,3,1,0,0,0,1,0,astringent,smoke,cream,
Heirloom Cacao Preservation (Millcreek),U.S.A,2016,Ecuador,"Los Rios, Hacienda Limon, Orecao, 2015",70,3.5,3,1,0,0,0,1,0,floral,,,
Heirloom Cacao Preservation (Mindo),U.S.A,2016,Ecuador,"Pinchincha, Mindo, Coop Nueva Esper., 2015",77,3.5,3,1,0,0,0,1,0,strong floral,black licorice,,
Heirloom Cacao Preservation (Zokoko),U.S.A,2016,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72,4,3,1,0,0,0,1,0,dark berry,honey,cream,
Heirloom Cacao Preservation (Zokoko),U.S.A,2016,Bolivia,"Alto Beni, Upper Rio Beni, 2015",68,3.75,3,1,0,0,0,1,0,creamy,mild nutty woody,,
